상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
맛난사계절,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025921,제주특별자치도 제주시 조천읍 신촌리 2214-3,제주특별자치도 제주시 조천읍 신촌3길 38,63337,126.6189119,33.5362984
제주의별,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 386-1,제주특별자치도 제주시 동한두기길 42-5,63153,126.5150542,33.51548738
추풍령감자탕,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1024-1,제주특별자치도 제주시 구남로7길 13-5,63222,126.5335266,33.49426804
흑돼지네,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 45-3,제주특별자치도 서귀포시 표선면 표선당포로 27,63629,126.8454889,33.32649218
이어도횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,용담2동,용담삼동,5011058000,5011011000,제주특별자치도 제주시 용담삼동 505,제주특별자치도 제주시 용담로5길 25,63151,126.5077687,33.51604895
한라전복,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 724,제주특별자치도 제주시 원노형로 81,63085,126.4850053,33.48141391
크레베떼,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 270-6,제주특별자치도 제주시 조천읍 함덕로 28,63333,126.6722788,33.54194003
진수식당,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2511-1,제주특별자치도 서귀포시 중문관광로 19,63534,126.4149215,33.25634329
마님순대,음식,별식/퓨전요리,순대전문점,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1055-4,제주특별자치도 제주시 정존15길 42,63099,126.4760527,33.48823719
황금어장,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 294-113,제주특별자치도 제주시 사장길 14,63133,126.4954222,33.48438978
배수경양재정육식당,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 1714-1,제주특별자치도 서귀포시 상예로 181-28,63537,126.3901384,33.26422928
오시오,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 432-8,제주특별자치도 서귀포시 중앙로 25-1,63595,126.5615027,33.24695456
다란,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025931,제주특별자치도 서귀포시 성산읍 난산리 1167,제주특별자치도 서귀포시 성산읍 난산로41번길 39-7,63632,126.8684651,33.39852828
밀리우,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 40-69,제주특별자치도 서귀포시 표선면 민속해안로 537,63629,126.8442457,33.32303634
토리헤어,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025026,제주특별자치도 제주시 한림읍 동명리 1616-6,제주특별자치도 제주시 한림읍 한림상로 86,63013,126.2631668,33.40831876
중문정든해장국집,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1355-6,제주특별자치도 서귀포시 일주서로 773,63545,126.427726,33.25801152
오일장맛나식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 774-3,제주특별자치도 서귀포시 토평서로11번길 150,63579,126.5733529,33.26651183
뚝딱청,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 1043-24,제주특별자치도 제주시 삼성로5길 20-2,63269,126.529354,33.50812085
엠1971푸드,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 116,63513,126.2565362,33.21081305
냄비에퐁닭,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1765-4,제주특별자치도 제주시 서광로32길 26-5,63207,126.528845,33.49813439
더벤티,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1281-8,제주특별자치도 제주시 월랑로 5,63099,126.478318,33.48667827
청춘감성쌀핫도그,음식,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1084-12,제주특별자치도 제주시 남광로 19,63223,126.5380641,33.4931947
24시전주명가콩나물국밥,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 423-9,제주특별자치도 서귀포시 중정로62번길 4,63595,126.5628803,33.24735818
장터가든,음식,별식/퓨전요리,샤브샤브전문,한식 음식점업,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 2630-1,제주특별자치도 제주시 서천길 24,63163,126.5105584,33.50085502
탐라는파스타호텔더,음식,양식,스파게티전문점,서양식 음식점업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2156-3,제주특별자치도 서귀포시 일주서로 968-8,63534,126.4074412,33.25875411
소녀,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1179-10,제주특별자치도 제주시 광양11길 10,63209,126.5313128,33.49920048
해바라기,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025325,제주특별자치도 서귀포시 남원읍 의귀리 767-3,제주특별자치도 서귀포시 남원읍 한신로 280,63618,126.7200983,33.31234318
오마이위치,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 317-2,제주특별자치도 제주시 우도면 우도해안길 1132,63365,126.9675715,33.49773432
푸른바당횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,용담2동,용담삼동,5011058000,5011011000,제주특별자치도 제주시 용담삼동 2373,제주특별자치도 제주시 서해안로 476,63114,126.489885,33.51887047
하영횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,대륜동,서호동,5013059000,5013010300,제주특별자치도 서귀포시 서호동 130-7,제주특별자치도 서귀포시 이어도로1027번길 20,63571,126.5222501,33.2451419
월정어촌계,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 1400-45,제주특별자치도 제주시 구좌읍 월정서로 169,63358,126.778,33.56323345
시앙,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025033,제주특별자치도 제주시 한림읍 금능리 1395,제주특별자치도 제주시 한림읍 금능길 65,63010,126.2300858,33.38843212
이에프엘라운지,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 40-76,제주특별자치도 서귀포시 표선면 민속해안로 537,63629,126.8442457,33.32303634
추가네추어탕,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,오라동,오라일동,5011064000,5011011900,제주특별자치도 제주시 오라일동 2451-7,제주특별자치도 제주시 서사로 176,63190,126.5195944,33.49663578
아모르,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025328,제주특별자치도 제주시 애월읍 소길리 155-101,제주특별자치도 제주시 애월읍 평화로 2157,63037,126.3928468,33.41312296
서대감흑돼지,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 1297,제주특별자치도 서귀포시 호근서호로 112,63569,126.5289526,33.25752831
화로향,음식,한식,기타고기요리,한식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1399-2,제주특별자치도 제주시 관덕로15길 27,63277,126.5267934,33.51569067
커피팀버노형점3,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1291-17,제주특별자치도 제주시 다랑곶4길 12,63098,126.4809222,33.48789127
한뜻식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 449-6,제주특별자치도 서귀포시 일주동로 8738,63584,126.5547283,33.25239387
플래이카페서킷,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025322,제주특별자치도 서귀포시 남원읍 태흥리 121-2,제주특별자치도 서귀포시 남원읍 일주동로 6736,63617,126.7581272,33.29389397
성산포수협어민복지사업소,소매,음/식료품소매,수산물소매,수산물 소매업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 298-1,제주특별자치도 서귀포시 성산읍 동류암로36번길 5,63640,126.9162558,33.44966297
초량화성갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 68-2,제주특별자치도 제주시 연수로1길 4,63259,126.5436213,33.50190626
그린하우스,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 1315-4,제주특별자치도 제주시 한림읍 한림로 681,63031,126.2648272,33.41563545
식도원,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 416-3,제주특별자치도 제주시 연삼로 498,63225,126.5430288,33.500015
연담,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2010-1,제주특별자치도 서귀포시 천제연로207번길 18-3,63545,126.4274883,33.25331123
